Duration,Source IP,Destination IP,Source Port,Destination Port,Protocol,Flags,Packets,Bytes,Mean Payload Size,Std Payload Size,Min Payload Size,Max Payload Size,Mean Entropy,Min Entropy,Max Entropy,Mean Inter-Packet Interval,Min Inter-Packet Interval,Max Inter-Packet Interval
1.139878,81.12.229.190,192.168.1.118,8043,49177,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.569939000000204,0.5689420000003338,0.5709360000000743
0.99857,192.168.1.118,8.8.247.36,49178,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4992849999998725,0.49792799999977433,0.5006419999999707
0.998617,8.8.247.36,192.168.1.118,443,49178,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49930849999987004,0.49799499999971886,0.5006220000000212
1.240047,192.168.1.118,107.170.0.14,49179,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6200235000001157,0.6189940000003844,0.6210529999998471
1.239896,107.170.0.14,192.168.1.118,8043,49179,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6199480000000221,0.6185519999999087,0.6213440000001356
1.019053,192.168.1.118,37.120.172.171,49180,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5095264999999927,0.5080329999996138,0.5110200000003715
1.018808,37.120.172.171,192.168.1.118,4143,49180,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.509403999999904,0.5078619999999319,0.5109459999998762
1.160722,192.168.1.118,81.12.229.190,49181,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5803609999998116,0.5793909999993048,0.5813310000003185
1.160913,81.12.229.190,192.168.1.118,8043,49181,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5804564999998547,0.5799209999995583,0.5809920000001512
0.999424,192.168.1.118,8.8.247.36,49182,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4997120000002724,0.49840800000038143,0.5010160000001633
0.999416,8.8.247.36,192.168.1.118,443,49182,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.4997080000002825,0.4984629999999015,0.5009530000006635
1.240265,192.168.1.118,107.170.0.14,49183,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6201324999997269,0.6187789999994493,0.6214860000000044
1.240063,107.170.0.14,192.168.1.118,8043,49183,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6200315000000955,0.6185409999998228,0.6215220000003683
1.039491,192.168.1.118,37.120.172.171,49184,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5197455000002265,0.5189390000005005,0.5205519999999524
1.037441,37.120.172.171,192.168.1.118,4143,49184,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5187205000001995,0.5164949999998498,0.5209460000005492
1.140254,192.168.1.118,81.12.229.190,49185,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5701269999999568,0.5691720000004352,0.5710819999994783
1.139785,81.12.229.190,192.168.1.118,8043,49185,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5698924999996962,0.5689599999996062,0.5708249999997861
0.997904,192.168.1.118,8.8.247.36,49186,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4989520000003722,0.49742000000060216,0.5004840000001423
0.997923,8.8.247.36,192.168.1.118,443,49186,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.4989614999999503,0.4974449999999706,0.50047799999993
1.240411,192.168.1.118,107.170.0.14,49187,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6202054999998836,0.6191229999994903,0.621288000000277
1.240028,107.170.0.14,192.168.1.118,8043,49187,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6200139999996281,0.6188359999996464,0.6211919999996098
1.038427,192.168.1.118,37.120.172.171,49188,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5192134999997506,0.5176189999992857,0.5208080000002155
1.038426,37.120.172.171,192.168.1.118,4143,49188,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5192130000000361,0.5185710000005201,0.5198549999995521
1.139989,192.168.1.118,81.12.229.190,49189,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5699945000001208,0.5694720000001325,0.570517000000109
1.140616,81.12.229.190,192.168.1.118,8043,49189,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5703079999998408,0.5697819999995772,0.5708340000001044
0.998818,192.168.1.118,8.8.247.36,49190,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4994090000000142,0.4980359999999564,0.500782000000072
0.99884,8.8.247.36,192.168.1.118,443,49190,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49941999999964537,0.49811399999998685,0.5007259999993039
1.239909,192.168.1.118,107.170.0.14,49191,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6199544999999489,0.6188869999996314,0.6210220000002664
1.239566,107.170.0.14,192.168.1.118,8043,49191,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6197829999996429,0.61859800000002,0.6209679999992659
1.040015,192.168.1.118,37.120.172.171,49192,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5200075000002471,0.5188100000004852,0.521205000000009
1.040078,37.120.172.171,192.168.1.118,4143,49192,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.520038999999997,0.5195329999996829,0.5205450000003111
1.160586,192.168.1.118,81.12.229.190,49193,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5802929999999833,0.5793760000005932,0.5812099999993734
1.160817,81.12.229.190,192.168.1.118,8043,49193,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5804084999999759,0.579953999999816,0.5808630000001358
0.999139,192.168.1.118,8.8.247.36,49194,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4995694999997795,0.49812800000017887,0.5010109999993801
0.999167,8.8.247.36,192.168.1.118,443,49194,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49958349999997154,0.4980869999999413,0.5010800000000017
1.240077,192.168.1.118,107.170.0.14,49195,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6200385000001916,0.6188149999998132,0.62126200000057
1.239709,107.170.0.14,192.168.1.118,8043,49195,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6198545000002014,0.6183829999999944,0.6213260000004084
1.038889,192.168.1.118,37.120.172.171,49196,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5194444999997359,0.5180929999996806,0.5207959999997911
1.038955,37.120.172.171,192.168.1.118,4143,49196,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5194774999999936,0.5180589999999938,0.5208959999999934
1.160072,192.168.1.118,81.12.229.190,49197,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5800359999998363,0.5794209999994564,0.5806510000002163
1.160142,81.12.229.190,192.168.1.118,8043,49197,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5800710000003164,0.579968000000008,0.5801740000006248
0.998607,192.168.1.118,8.8.247.36,49198,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.499303499999769,0.49761000000034983,0.5009969999991881
0.998696,8.8.247.36,192.168.1.118,443,49198,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.4993480000002819,0.49770799999987503,0.5009880000006888
1.240491,192.168.1.118,107.170.0.14,49199,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6202454999997826,0.6192009999995207,0.6212900000000445
1.240015,107.170.0.14,192.168.1.118,8043,49199,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6200075000001561,0.6182950000002165,0.6217200000000958
1.019287,192.168.1.118,37.120.172.171,49200,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5096434999995836,0.5083909999993921,0.5108959999997751
1.019377,37.120.172.171,192.168.1.118,4143,49200,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.509688499999811,0.5085919999992257,0.5107850000003964
1.160325,192.168.1.118,81.12.229.190,49201,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5801624999999149,0.5788680000005115,0.5814569999993182
1.160944,81.12.229.190,192.168.1.118,8043,49201,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5804720000000998,0.5789420000000973,0.5820020000001023
0.998326,192.168.1.118,8.8.247.36,49202,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4991630000004079,0.49754700000084995,0.5007789999999659
0.998327,8.8.247.36,192.168.1.118,443,49202,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.4991634999996677,0.4975589999994554,0.50076799999988
1.23937,192.168.1.118,107.170.0.14,49203,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.619684999999663,0.6181759999999485,0.6211939999993774
1.239553,107.170.0.14,192.168.1.118,8043,49203,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6197764999997162,0.6177260000004026,0.6218269999990298
1.069419,192.168.1.118,37.120.172.171,49204,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5347095000006448,0.5213670000011916,0.5480520000000979
1.038713,37.120.172.171,192.168.1.118,4143,49204,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.519356499999958,0.5174950000000536,0.5212179999998625
1.140217,192.168.1.118,81.12.229.190,49205,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5701084999991508,0.569376999999804,0.5708399999984977
1.139759,81.12.229.190,192.168.1.118,8043,49205,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5698794999998427,0.5688790000003792,0.5708799999993062
0.999178,192.168.1.118,8.8.247.36,49206,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4995890000000145,0.49861500000042724,0.5005629999996017
0.999265,8.8.247.36,192.168.1.118,443,49206,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.4996325000001889,0.4986979999994219,0.5005670000009559
1.240515,192.168.1.118,107.170.0.14,49207,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6202574999997523,0.6189799999992829,0.6215350000002218
1.240384,107.170.0.14,192.168.1.118,8043,49207,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6201919999994061,0.6194519999990007,0.6209319999998115
1.049411,192.168.1.118,37.120.172.171,49208,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5247054999999818,0.5211729999991803,0.5282380000007834
1.03701,37.120.172.171,192.168.1.118,4143,49208,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5185050000000047,0.5183049999996001,0.5187050000004092
1.140274,192.168.1.118,81.12.229.190,49209,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5701369999997041,0.5692180000005465,0.5710559999988618
1.139832,81.12.229.190,192.168.1.118,8043,49209,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5699159999994663,0.568862000000081,0.5709699999988516
0.999454,192.168.1.118,8.8.247.36,49210,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4997270000003482,0.49890200000118057,0.5005519999995158
0.999488,8.8.247.36,192.168.1.118,443,49210,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49974399999973684,0.4989099999984319,0.5005780000010418
1.240548,192.168.1.118,107.170.0.14,49211,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6202739999998812,0.6186760000000504,0.621871999999712
1.239784,107.170.0.14,192.168.1.118,8043,49211,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6198919999997088,0.6182819999994535,0.621501999999964
1.039165,192.168.1.118,37.120.172.171,49212,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5195825000000696,0.518355000000156,0.5208099999999831
1.039089,37.120.172.171,192.168.1.118,4143,49212,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5195444999999381,0.518114999998943,0.5209740000009333
1.149848,192.168.1.118,81.12.229.190,49213,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5749239999995552,0.570888999998715,0.5789590000003955
1.149717,81.12.229.190,192.168.1.118,8043,49213,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5748585000001185,0.5709470000001602,0.5787700000000768
1.009488,192.168.1.118,8.8.247.36,49214,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.504743999999846,0.5008820000002743,0.5086059999994177
1.009527,8.8.247.36,192.168.1.118,443,49214,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.504763500000081,0.5008809999999357,0.5086460000002262
1.240389,192.168.1.118,107.170.0.14,49215,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6201945000002524,0.6192819999996573,0.6211070000008476
1.239858,107.170.0.14,192.168.1.118,8043,49215,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6199290000004112,0.6188359999996464,0.6210220000011759
1.019356,192.168.1.118,37.120.172.171,49216,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5096779999994396,0.5082869999987452,0.5110690000001341
1.021615,37.120.172.171,192.168.1.118,4143,49216,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.510807499999828,0.5078289999983099,0.5137860000013461
1.140414,192.168.1.118,81.12.229.190,49217,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5702069999997548,0.5692949999993289,0.5711190000001807
1.140883,81.12.229.190,192.168.1.118,8043,49217,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5704415000000154,0.5699170000007143,0.5709659999993164
0.998953,192.168.1.118,8.8.247.36,49218,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.4994764999992185,0.4975539999995817,0.5013989999988553
0.998997,8.8.247.36,192.168.1.118,443,49218,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49949849999939033,0.4975989999984449,0.5013980000003357
1.240953,192.168.1.118,107.170.0.14,49219,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6204765000002226,0.6192860000010114,0.6216669999994338
1.240477,107.170.0.14,192.168.1.118,8043,49219,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6202385000005961,0.6188340000007884,0.6216430000004038
1.038964,192.168.1.118,37.120.172.171,49220,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.519481999999698,0.5179229999994277,0.5210409999999683
1.039151,37.120.172.171,192.168.1.118,4143,49220,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5195755000004283,0.5178150000010646,0.521335999999792
1.150046,192.168.1.118,81.12.229.190,49221,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.575022999999419,0.5711379999993369,0.578907999999501
1.149873,81.12.229.190,192.168.1.118,8043,49221,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.574936500000149,0.5709630000001198,0.5789100000001781
0.998392,192.168.1.118,8.8.247.36,49222,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.49919600000066566,0.49819600000046194,0.5001960000008694
0.998404,8.8.247.36,192.168.1.118,443,49222,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.4992019999999684,0.49826799999937066,0.5001360000005661
1.240079,192.168.1.118,107.170.0.14,49223,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6200394999996206,0.6186049999996612,0.62147399999958
1.239754,107.170.0.14,192.168.1.118,8043,49223,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6198770000000877,0.618387000000439,0.6213669999997364
1.019389,192.168.1.118,37.120.172.171,49224,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5096944999995685,0.5086389999996754,0.5107499999994616
1.019279,37.120.172.171,192.168.1.118,4143,49224,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5096395000000484,0.50883900000008,0.5104400000000169
1.140985,192.168.1.118,81.12.229.190,49225,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5704925000000003,0.5699169999988953,0.5710680000011052
1.141864,81.12.229.190,192.168.1.118,8043,49225,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5709319999996296,0.569868000000497,0.5719959999987623
0.998489,192.168.1.118,8.8.247.36,49226,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.49924449999980425,0.4978709999995772,0.5006180000000313
0.998525,8.8.247.36,192.168.1.118,443,49226,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.49926249999953143,0.4979139999995823,0.5006109999994806
1.23997,192.168.1.118,107.170.0.14,49227,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6199850000002698,0.6185460000015155,0.6214239999990241
1.239651,107.170.0.14,192.168.1.118,8043,49227,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6198254999999335,0.6182979999994132,0.6213530000004539
1.03903,192.168.1.118,37.120.172.171,49228,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5195150000008653,0.5182550000008632,0.5207750000008673
1.038876,37.120.172.171,192.168.1.118,4143,49228,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5194380000002639,0.5180920000002516,0.5207840000002761
1.13961,192.168.1.118,81.12.229.190,49229,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.5698050000000876,0.5691249999999854,0.5704850000001898
1.1388,81.12.229.190,192.168.1.118,8043,49229,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5694000000003143,0.5689149999998335,0.5698850000007951
1.008891,192.168.1.118,8.8.247.36,49230,443,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.504445499999747,0.5004769999995915,0.5084139999999024
1.009007,8.8.247.36,192.168.1.118,443,49230,TCP,RSTACK,3,102,34.0,0.0,34,34,0.0,0,0,0.5045035000002827,0.5005440000004455,0.5084630000001198
1.241019,192.168.1.118,107.170.0.14,49231,8043,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.6205094999995708,0.6198719999993045,0.6211469999998371
1.240629,107.170.0.14,192.168.1.118,8043,49231,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.6203144999999495,0.6194780000005267,0.6211509999993723
1.039202,192.168.1.118,37.120.172.171,49232,4143,TCP,SYN,3,134,44.666666666666664,1.8856180831641267,42,46,0.0,0,0,0.519600999999966,0.5084220000007917,0.5307799999991403
1.039352,37.120.172.171,192.168.1.118,4143,49232,TCP,RSTACK,3,120,40.0,0.0,40,40,0.0,0,0,0.5196759999998903,0.5172340000008262,0.5221179999989545
